PDB,resolution,year,-logKd/Ki,Kd/Ki,ligand name
1fl3,2.45,2000,6.80,Kd=0.16uM,1fl3
1mkd,2.90,2003,6.80,IC50=160nM,1mkd
1nq7,1.50,2003,6.80,Ki=0.16uM,1nq7
1okx,2.80,2003,6.80,IC50=0.16uM,1okx
1p1n,1.60,2003,6.80,Kd=0.16uM,1p1n
1ttv,NMR,2005,6.80,IC50=160nM,1ttv
1ung,2.30,2004,6.80,IC50=0.16uM,1ung
1y2e,2.10,2005,6.80,IC50=0.16uM,1y2e
2ai8,1.70,2005,6.80,IC50=0.16uM,2ai8
2i0v,2.80,2006,6.80,IC50=160nM,2i0v
2n3k,NMR,2016,6.80,Kd=159nM,2n3k
2xhm,1.96,2010,6.80,Ki=0.16uM,2xhm
2xm8,3.40,2011,6.80,IC50=0.16uM,2xbj
2xnm,1.85,2011,6.80,IC50=0.16uM,2xnm
2xu3,0.90,2011,6.80,IC50=0.16uM,2xu1
3c4c,2.57,2008,6.80,IC50=160nM,3c4c
3c88,1.60,2008,6.80,Ki=157nM,3c88
3d94,2.30,2008,6.80,Ki=157nM,3d94
3fui,2.20,2009,6.80,IC50=0.157uM,3fts
3fv8,2.28,2009,6.80,IC50=0.16uM,3fv8
3fx6,1.85,2009,6.80,Ki=0.16uM,3fx6
3ihz,1.67,2010,6.80,IC50=160nM,3ihz
3kc3,2.90,2010,6.80,IC50=0.16uM,3kc3
3mbp,1.70,1997,6.80,Ki=0.16uM,3mbp
3qcq,2.50,2011,6.80,IC50=0.158uM,3qcq
3qn7,1.90,2012,6.80,Kd=157nM,3qn7
3s2v,2.50,2011,6.80,Ki=157nM,3s2v
3sdk,2.70,2012,6.80,IC50=160nM,3sdk
3t03,2.10,2012,6.80,Ki=160nM,3t03
3uib,2.65,2012,6.80,Kd=0.16uM,3uib
3uvk,1.40,2011,6.80,Kd=0.16uM,3uvk
3zke,2.20,2013,6.80,Kd=0.16uM,3zke
3zrl,2.48,2011,6.80,IC50=0.16uM,3zrk
4aro,1.59,2013,6.80,Kd~160nM,4aro
4er4,2.10,1991,6.80,Ki=160nM,4er4
4g2f,1.70,2012,6.80,IC50=0.16uM,4g2f
4j0a,2.40,2013,6.80,IC50=0.16uM,4iz0
4l7f,1.95,2013,6.80,IC50=0.16uM,4l7f
4lkg,2.99,2013,6.80,Kd=0.16uM,4kol
4qo9,2.20,2015,6.80,IC50=0.16uM,4qml
4u0s,2.49,2014,6.80,Kd=0.158uM,4u04
4wno,1.56,2015,6.80,IC50=160nM,4wno
4xt9,2.25,2015,6.80,IC50=0.16uM,4xt9
4yoz,2.25,2015,6.80,Kd=0.16uM,4yoz
5a83,2.09,2015,6.80,IC50=0.158uM,5a81
5acb,2.70,2016,6.80,IC50=158nM,5acb
5c83,2.33,2015,6.80,IC50=0.16uM,5c0k
5elv,1.92,2016,6.80,Kd=0.16uM,5elv
5fqt,2.00,2016,6.80,IC50=160nM,5fqp
5j8m,1.90,2017,6.80,Kd=160nM,5j20
5l72,3.06,2016,6.80,IC50=158nM,5l72
5nk6,1.27,2017,6.80,Kd=158nM,5njz
5vlh,2.86,2017,6.80,Kd=0.16uM,5vl7
5wae,1.80,2017,6.80,Ki=160nM,5wac
5y8c,1.42,2018,6.80,IC50=0.16uM,5y8c
6ajj,2.79,2018,6.80,Kd=0.16uM,6ajf
6bsm,2.33,2018,6.80,IC50=160nM,6bsl
6cve,2.20,2018,6.80,Kd=0.16uM,6cve
6dtn,1.48,2019,6.80,IC50=158nM,6dtn
6efk,1.50,2019,6.80,Kd=0.16uM,6efk
6ej4,2.88,2018,6.80,Ki=158nM,6eif
6eo9,1.84,2017,6.80,Ki=160nM,4n3l
6fvl,1.98,2019,6.80,Kd=0.16uM,6fvl
6htp,3.00,2019,6.80,IC50=160nM,6htb
6i62,1.65,2019,6.80,Kd=157.5nM,6i61
6np2,1.20,2019,6.80,Kd=0.16uM,6np2
6npv,1.86,2019,6.80,IC50=0.16uM,6npe
6qm7,2.80,2019,6.80,IC50=0.16uM,6qm7
6rn6,2.40,2019,6.80,IC50=158nM,6rn6
2f3e,2.11,2006,6.81,IC50=0.156uM,2f3e
2uwp,1.75,2007,6.81,Ki=154nM,2uwp
3bc3,2.20,2008,6.81,Ki=0.155uM,3bc3
3mo0,2.78,2010,6.81,Kd=154nM,3mo0
4ci3,3.50,2014,6.81,Kd=156.6nM,4ci1
4eqf,3.00,2012,6.81,Kd=155nM,4eqf
4m48,2.96,2013,6.81,Ki=156nM,4m48
5cnm,2.84,2015,6.81,Ki=156nM,5cni
5etx,2.35,2016,6.81,Kd=154.3nM,5epn
5vo2,2.96,2017,6.81,Ki=0.154uM,5vo1
5wlt,1.57,2018,6.81,Ki=155.5nM,5wlt
5zae,1.73,2018,6.81,Ki=156nM,5za7
6cd5,1.58,2019,6.81,Kd=156nM,5wa5
6h50,2.19,2019,6.81,IC50=0.156uM,6h4o
6pyd,2.00,2019,6.81,Kd=156nM,6pyc
1db5,2.80,1999,6.82,IC50=0.152uM,1db5
1drk,2.00,1995,6.82,Kd=0.15uM,1drk
1fhd,1.90,2000,6.82,Ki=0.15uM,1fhd
1fsy,1.75,2001,6.82,Ki=0.15uM,1fsy
1hgt,2.20,1994,6.82,Ki=150nM,1hgt
1jeu,1.25,1997,6.82,Kd=150nM,1jeu
1k1n,2.00,2001,6.82,Kd=153nM,1k1n
1lrh,1.90,2002,6.82,Kd=0.15uM,1lrh
1n7t,NMR,2003,6.82,IC50=0.15uM,1n7t
1nnu,2.50,2003,6.82,Ki=0.15uM,1nhg
1o37,1.45,2003,6.82,Ki=0.15uM,1o37
1o38,1.38,2003,6.82,Ki=0.15uM,1o38
1pmv,2.50,2003,6.82,IC50=150nM,1pmv
1s9t,1.80,2005,6.82,IC50=0.15uM,1s9t
1tr7,2.10,2005,6.82,Kd=0.15uM,1tr7
1uwf,1.69,2005,6.82,Kd=0.15uM,1uwf
1xh7,2.47,2005,6.82,Kd=150nM,1xh7
2ath,2.28,2006,6.82,IC50=0.152uM,2ath
2b1i,2.02,2006,6.82,Ki=0.15uM,2b1g
2c94,1.90,2006,6.82,Kd=0.15uM,2c94
2d41,2.10,2006,6.82,Ki=0.15uM,2d41
2etk,2.96,2005,6.82,Ki=0.15uM,2etk
2etr,2.60,2005,6.82,Ki=0.15uM,2etr
2g97,2.90,2006,6.82,Kd=152nM,2g97
2jk9,1.79,2008,6.82,Kd=150nM,2jk9
2mwy,NMR,2016,6.82,Kd=0.15uM,2mwy
2oxd,2.30,2007,6.82,Ki=0.15uM,2oxd
2pym,1.90,2008,6.82,Kd=150nM,2pym
2r9s,2.40,2007,6.82,IC50=0.15uM,2r9s
2rfh,1.70,2008,6.82,Ki=0.15uM,2rfh
2v5a,2.31,2009,6.82,IC50=150nM,2v58
2v8w,2.30,2007,6.82,Kd=0.15uM,2v8w
2wk2,2.05,2010,6.82,Ki=0.15uM,2wk2
2xyd,2.15,2011,6.82,Ki=150nM,2xy9
2y1d,2.05,2011,6.82,IC50=0.15uM,2y1d
2ydi,1.60,2012,6.82,IC50=0.15uM,2ydi
2zq0,1.60,2008,6.82,Ki=0.15uM,2zq0
3cqu,2.20,2008,6.82,IC50=151nM,3cqu
3dnj,1.15,2008,6.82,Kd=150nM,3dnj
3dx2,1.40,2009,6.82,Ki=150nM,3dx0
3ipe,1.40,2010,6.82,IC50=0.15uM,3ipb
3kb3,1.95,2009,6.82,IC50=0.15uM,3kb3
3m3x,1.68,2010,6.82,Kd=0.15uM,3m3x
3n5e,2.26,2011,6.82,Kd=151nM,3n5e
3ncg,2.49,2010,6.82,IC50=150nM,3mwu
3qbh,2.24,2011,6.82,IC50=150nM,3pi5
3s75,1.50,2011,6.82,Kd=150nM,3s71
3s9t,1.30,2012,6.82,Kd=0.15uM,3m2n
3t5i,2.10,2011,6.82,Kd=0.15uM,3t5g
3tdz,2.00,2011,6.82,Kd=0.15uM,3tdu
3ufl,1.90,2012,6.82,IC50=0.15uM,3ufl
3uix,2.20,2012,6.82,IC50=0.151uM,3uix
3vf8,2.08,2012,6.82,IC50=150nM,3v5j
3wzp,1.20,2015,6.82,Kd=0.15uM,3wzn
4c8r,2.82,2014,6.82,IC50=153nM,4c8r
4cku,1.85,2014,6.82,IC50=0.15uM,4cku
4gkc,1.30,2012,6.82,Kd=150nM,4ede
4gy5,2.96,2012,6.82,Kd=0.15uM,4gy5
4h4d,1.35,2013,6.82,IC50=0.15uM,4h4c
4lm5,2.25,2014,6.82,IC50=150nM,4lm5
4n3r,1.90,2013,6.82,IC50=0.15uM,4n3r
4nue,1.30,2014,6.82,Ki=0.15uM,4nuc
4oew,2.44,2015,6.82,Kd=152nM,4oew
4ow0,2.10,2014,6.82,IC50=0.15uM,4ovz
4qy3,1.50,2014,6.82,Ki=0.15uM,4qy3
4w9s,1.80,2014,6.82,IC50=0.15uM,4w9s
5aku,1.80,2015,6.82,IC50=150nM,5aku
5dt2,2.30,2016,6.82,IC50=150nM,5drt
5eud,2.24,2016,6.82,IC50=0.15uM,5eud
5exw,1.90,2016,6.82,Kd=150nM,5evz
5he0,2.56,2016,6.82,IC50=0.15uM,5he0
5htc,1.50,2016,6.82,Kd=150nM,5htb
5hyq,2.48,2016,6.82,Kd=150nM,5hyq
5j75,2.00,2016,6.82,IC50=150nM,5j74
5jc1,1.65,2016,6.82,IC50=0.15uM,5jaz
5kr8,2.12,2016,6.82,IC50=0.15uM,5kqf
5m34,1.60,2017,6.82,Kd=0.15uM,5m29
5m6h,2.50,2017,6.82,IC50=150nM,5m6e
5mwa,1.55,2018,6.82,IC50=0.15uM,5mwa
5nf5,2.85,2017,6.82,Ki=152nM,5neb
5qc4,2.00,2017,6.82,IC50=0.15uM,3kwn
5tjx,1.41,2016,6.82,IC50=153nM,5tjx
5vcv,1.92,2017,6.82,Kd=150nM,5v5y
5w8i,1.95,2018,6.82,IC50=0.150uM,5w8h
5w9g,2.10,2017,6.82,Ki=0.15uM,5w3i
5wev,1.85,2017,6.82,Ki=0.15uM,5wal
5ylv,2.80,2018,6.82,Ki=150nM,5ylu
6apz,2.25,2018,6.82,IC50=0.15uM,6apz
6bgy,1.22,2018,6.82,Kd=0.15uM,6bgu
6fzf,1.95,2019,6.82,Kd=0.15uM,6fzf
6gvi,2.90,2019,6.82,Ki=150nM,6gvf
6pya,1.71,2019,6.82,IC50=150nM,6pya
6q4q,1.45,2019,6.82,Kd=150nM,6q38
1htf,2.20,1994,6.83,IC50=148nM,1htf
1tze,2.10,1997,6.83,IC50=0.148uM,1tze
2gnh,2.05,2006,6.83,IC50=149nM,2gnh
2xnb,1.85,2010,6.83,Ki=149nM,2xnb
3deh,2.50,2008,6.83,IC50=149nM,3deh
3e6v,1.72,2008,6.83,Kd=147nM,3e6k
3kvx,2.40,2009,6.83,IC50=0.148uM,3kvx
3zo4,1.65,2013,6.83,IC50=149nM,3zo1
4bcq,2.40,2013,6.83,Kd=0.147uM,4bcf
4o91,2.39,2014,6.83,IC50=149nM,4o91
4u91,2.00,2014,6.83,Kd=149nM,4u90
6e7r,2.10,2019,6.83,Kd=147nM,6e7r
6hb7,1.90,2019,6.83,Ki=149nM,6hb5
6hmr,1.78,2019,6.83,IC50=147nM,6hmp
6qfw,1.20,2019,6.83,Kd=149nM,6qfu
6qg7,2.10,2019,6.83,IC50=149nM,6qft
1bhx,2.30,1998,6.84,Ki=0.145uM,1bhx
1me4,1.20,2002,6.84,Ki=146nM,1me4
2hxq,2.00,2007,6.84,IC50=144nM,2hxl
2y5g,1.29,2011,6.84,Ki=146nM,2y5f
3du8,2.20,2009,6.84,IC50=0.146uM,3du8
3ewj,1.80,2008,6.84,Ki=143nM,3ewj
3lco,3.40,2010,6.84,IC50=143nM,3lcd
3qio,1.40,2011,6.84,Kd=144nM,3qin
4kn1,2.30,2013,6.84,Kd=144nM,4kmz
4l0s,1.90,2013,6.84,IC50=145nM,4bs4
4l32,1.85,2013,6.84,IC50=146nM,4bs4
4pul,1.65,2014,6.84,Kd=146.1nM,4puj
5cep,1.99,2015,6.84,Ki=0.145uM,5ceo
5cnj,2.65,2015,6.84,Ki=144nM,5cni
5ezz,2.10,2016,6.84,IC50=145nM,5edb
5ku6,1.80,2017,6.84,Kd=143nM,5jn8
5mae,1.00,2017,6.84,Ki=146nM,5mae
5mi3,2.80,2017,6.84,Kd=146nM,5mi3
5uis,2.50,2017,6.84,IC50=146nM,5uiq
6csr,1.62,2018,6.84,Kd=144nM,6csp
6ep9,2.01,2018,6.84,IC50=0.145uM,6bik
6fr0,1.50,2018,6.84,IC50=0.146uM,5eic
6fyp,2.29,2018,6.84,IC50=143nM,6fyi
6p3p,1.61,2019,6.84,IC50=0.145uM,6p3p
6q9q,2.10,2019,6.84,IC50=145nM,6q96
6rrm,1.64,2019,6.84,IC50=0.143uM,6rrm
1bap,1.75,1992,6.85,Kd=0.14uM,1bap
1ele,2.00,1995,6.85,Ki=0.14uM,1ele
1g30,2.00,2001,6.85,Ki=140nM,1g30
1h3b,2.80,2003,6.85,IC50=141nM,1h3b
1lkk,1.00,1996,6.85,Kd=140nM,1lkk
1os5,2.20,2004,6.85,Kd=0.14uM,1os5
1q72,1.70,2003,6.85,Kd=0.14uM,1q72
1qyg,1.81,2003,6.85,Kd=0.14uM,1qyg
1rv1,2.30,2004,6.85,IC50=0.14uM,1rv1
1sqc,2.85,1997,6.85,Ki=0.14uM,1sqc
1tvo,2.50,2005,6.85,Ki=0.14uM,1tvo
1xk9,2.10,2005,6.85,Ki=140nM,1xk9
1xt8,2.00,2005,6.85,Kd=0.14uM,1xt8
1yw2,2.01,2005,6.85,IC50=141nM,1yw2
2axi,1.40,2006,6.85,IC50=0.14uM,2axi
2cbr,2.80,1999,6.85,IC50=140nM,2cbr
2fjm,2.10,2006,6.85,IC50=142nM,2fjm
2iw6,2.30,2006,6.85,IC50=0.14uM,2iw6
2vgp,1.70,2008,6.85,IC50=0.14uM,2vgp
2vto,2.19,2008,6.85,IC50=140nM,2vta
2vtq,1.90,2008,6.85,IC50=140nM,2vta
2yc3,1.40,2011,6.85,IC50=0.14uM,2yc3
3emh,1.37,2008,6.85,Kd=140nM,3emh
3f5p,2.90,2008,6.85,IC50=0.140uM,3f5p
3g42,2.10,2009,6.85,IC50=0.14uM,3g42
3h3c,2.00,2009,6.85,IC50=140nM,3h3c
3iet,2.20,2010,6.85,Kd=0.14uM,3iet
3n76,1.90,2011,6.85,Ki=0.14uM,3n59
3pn4,1.90,2011,6.85,Ki=140nM,3pn3
3pz3,2.00,2011,6.85,IC50=141nM,3pz1
3qo2,2.49,2011,6.85,Kd=0.14uM,3qo2
3rul,2.50,2012,6.85,Kd=0.14uM,3rul
3s8o,1.85,2011,6.85,Kd=0.14uM,3ov1
3voz,2.40,2012,6.85,IC50=0.14uM,3voz
3wcg,2.80,2014,6.85,IC50=0.14uM,3wc9
4b8p,2.30,2013,6.85,Kd=0.14uM,2ynr
4d85,2.65,2012,6.85,IC50=0.14uM,3veu
4g16,2.30,2013,6.85,IC50=0.14uM,4g16
4gye,2.27,2013,6.85,IC50=142nM,4gye
4hki,2.15,2012,6.85,IC50=0.14uM,4hki
4k3h,2.45,2013,6.85,Kd=140nM,4k3h
4nzm,2.00,2014,6.85,IC50=0.14uM,4nzm
4ool,2.30,2014,6.85,IC50=0.14uM,4ool
4qtn,2.80,2014,6.85,Kd=142nM,4qtn
4tkg,1.95,2014,6.85,IC50=0.140uM,4pml
4w9q,1.08,2014,6.85,IC50=140nM,4w9o
4x9w,1.80,2015,6.85,IC50=0.14uM,4x9r
4ybm,1.46,2015,6.85,IC50=0.14uM,4yab
5d7c,1.55,2015,6.85,IC50=0.14uM,5d6p
5div,1.65,2016,6.85,Ki=0.14uM,5diu
5f1v,2.20,2016,6.85,Ki=140nM,5f1u
5g1c,1.81,2016,6.85,IC50=0.14uM,5g1c
5ie1,2.30,2016,6.85,Kd=140nM,5i3v
5j64,1.38,2017,6.85,Kd=140nM,5j20
5ovf,2.01,2019,6.85,IC50=140nM,5ove
5teg,1.30,2016,6.85,Kd=0.14uM,5teg
5tz3,1.72,2017,6.85,IC50=0.14uM,5tz3
5y6f,2.30,2018,6.85,Kd=141nM,5y6f
6d5e,1.75,2018,6.85,Kd=0.14uM,6d55
6eox,1.30,2018,6.85,IC50=140nM,6ekn
6fnj,1.24,2018,6.85,Kd=142nM,6fnf
6fqo,1.35,2018,6.85,IC50=0.140uM,5eic
6i0c,2.68,2019,6.85,IC50=140nM,5nuu
6iam,1.51,2019,6.85,Ki=140nM,6iam
6iiv,3.00,2018,6.85,Ki=140nM,6iiu
6m95,1.80,2019,6.85,IC50=140nM,6m95
6q7w,2.82,2019,6.85,IC50=0.14uM,6q7u
2vd1,2.25,2008,6.86,IC50=0.138uM,2vcq
3aid,2.50,1997,6.86,Ki=137nM,3aid
3pyy,1.85,2011,6.86,Kd=137nM,3pyy
5dx4,2.30,2016,6.86,Kd=0.137uM,5coi
5f3e,2.16,2016,6.86,IC50=0.138uM,5f2s
5fh7,1.47,2016,6.86,Kd=137nM,5fh6
5mzg,1.85,2018,6.86,IC50=138nM,5mze
5y3o,2.70,2017,6.86,IC50=0.138uM,5y3n
6ee3,1.82,2018,6.86,Ki=137nM,6ee3
6hmp,2.04,2019,6.86,IC50=138nM,6hmp
6n5f,1.93,2019,6.86,IC50=138.8nM,6n3k
1cgl,2.40,1995,6.87,Ki=0.135uM,1cgl
2zcr,1.92,2008,6.87,Ki=135nM,2zcp
3c94,2.70,2008,6.87,Kd=136nM,3c94
3mo5,2.14,2010,6.87,Kd=136nM,3mo0
3qin,1.70,2011,6.87,Kd=136nM,3qin
3tmk,2.00,1999,6.87,Kd=135nM,3tmk
4mhz,1.95,2014,6.87,Ki=0.134uM,4mhz
4re4,2.29,2015,6.87,Ki=135nM,4re4
4rvr,1.98,2014,6.87,Kd=136nM,4ir3
4x1s,1.90,2015,6.87,Kd=0.134uM,4x1n
5j0d,1.05,2016,6.87,Kd=134nM,5j0d
5nih,1.30,2017,6.87,Ki=134nM,5neb
5vr8,2.00,2017,6.87,Kd=0.135uM,5vr8
6cis,1.51,2018,6.87,IC50=0.135uM,6cd4
6gl9,1.70,2018,6.87,Kd=135nM,6gl9
6h51,2.21,2019,6.87,IC50=0.134uM,6h4o
1i3z,2.15,2003,6.88,Kd=131nM,1i3z
1xka,2.30,1999,6.88,Ki=131nM,1xka
2c6n,3.00,2006,6.88,Ki=131.5nM,2c6n
3oe5,1.52,2011,6.88,Ki=132nM,3nw9
3u3u,2.50,2012,6.88,Kd=133.3nM,3u3l
4bco,2.05,2013,6.88,Ki=0.131uM,4bcf
4j4n,2.75,2013,6.88,IC50=132nM,4j4n
4k43,2.90,2014,6.88,Kd=132nM,4k41
4n4s,2.20,2014,6.88,Ki=133nM,4n4s
4ui3,2.00,2016,6.88,IC50=133nM,4ufu
4uvc,3.10,2014,6.88,IC50=0.131uM,4uv8
4wvl,2.41,2014,6.88,Kd=131nM,4wvl
5tci,2.45,2017,6.88,Kd=132nM,5tcf
5w2p,2.00,2018,6.88,IC50=130.9nM,5w2o
5w2q,1.80,2018,6.88,IC50=130.9nM,5w2o
5xgl,3.44,2018,6.88,Kd=131.6nM,5xgl
5z99,1.49,2018,6.88,Kd=133nM,5yyb
6el5,1.67,2018,6.88,Kd=133nM,6ei5
6h4x,2.34,2019,6.88,IC50=0.131uM,6h4o
6tyz,1.51,2019,6.88,Kd=131nM,6tyt
1b3f,1.80,1998,6.89,Kd=130nM,1b3f
1fh8,1.95,2000,6.89,Ki=0.13uM,1fh8
1jev,1.30,1997,6.89,Kd=130nM,1jev
1qhr,2.20,2000,6.89,IC50=130nM,1qhr
1sb1,1.90,2004,6.89,Ki=0.128uM,1sb1
1uz1,2.00,2004,6.89,Ki=130nM,1uz1
1v0p,2.00,2004,6.89,IC50=0.13uM,1v0p
1vr1,1.90,1999,6.89,Kd=128nM,1vr1
1wqv,2.50,2005,6.89,IC50=130nM,1wqv
2bfq,1.50,2005,6.89,Kd=0.13uM,2bfq
2dri,1.60,1995,6.89,Kd=0.13uM,2dri
2e92,2.31,2007,6.89,Ki=0.13uM,2e8t
2f34,1.74,2006,6.89,Kd=0.13uM,2f34
2gvz,3.27,2006,6.89,Ki=130nM,2gvd
2iu0,2.53,2007,6.89,Ki=0.13uM,2iu0
2jnp,NMR,2007,6.89,Ki=130nM,2jnp
2r3w,1.92,2008,6.89,Ki=0.128uM,2r38
2vk2,1.20,2009,6.89,Kd=0.13uM,2vk2
2wks,2.95,2009,6.89,Ki=130nM,2wks
2x38,2.20,2010,6.89,IC50=130nM,2wxf
2xu5,1.60,2011,6.89,IC50=0.13uM,2xu1
2y57,3.30,2011,6.89,Kd=0.13uM,2y54
2yiu,2.70,2011,6.89,IC50=130nM,2yiu
2ym7,1.81,2012,6.89,IC50=0.13uM,2ym3
2yol,3.20,2013,6.89,Ki=0.13uM,2yol
3f0r,2.54,2008,6.89,Ki=130nM,3f0r
3fvg,1.50,2010,6.89,Ki=128nM,2zns
3fxz,1.64,2009,6.89,IC50=130nM,3fxz
3hu1,2.81,2010,6.89,Kd=0.13uM,3hu1
3hu3,2.20,2010,6.89,Kd=0.13uM,3hu1
3jya,2.10,2009,6.89,Ki=0.1301uM,3jya
3kvw,2.28,2010,6.89,IC50=0.13uM,3kvw
3l4x,1.90,2010,6.89,Ki=0.13uM,3l4t
3ljt,1.60,2010,6.89,IC50=129nM,3ljt
3psl,1.70,2010,6.89,Kd=0.13uM,3psl
3py0,1.75,2011,6.89,IC50=130nM,3pxf
3py1,2.05,2011,6.89,IC50=130nM,3pxf
3qip,2.09,2011,6.89,Kd=129nM,3qin
3r4n,2.00,2011,6.89,Ki=0.13uM,3r4m
3rak,1.75,2012,6.89,IC50=0.13uM,3qqk
3tib,2.20,2011,6.89,IC50=129nM,3ti3
3vsw,3.00,2012,6.89,IC50=130nM,3vsw
3zrk,2.37,2011,6.89,IC50=0.13uM,3zrk
3zrm,2.49,2011,6.89,IC50=0.13uM,3zrk
4al4,1.78,2012,6.89,Kd=0.13uM,4aj1
4awk,1.90,2012,6.89,IC50=0.13uM,4avg
4bo4,2.70,2013,6.89,IC50=0.13uM,4bnt
4dvf,1.80,2013,6.89,IC50=128nM,4dv9
4g4p,1.50,2013,6.89,Kd=0.13uM,4g4p
4hn2,1.90,2012,6.89,IC50=129nM,4hn2
4ks5,2.70,2013,6.89,Ki=130nM,4ks1
4o76,1.70,2014,6.89,IC50=0.13uM,4o70
4op1,2.39,2014,6.89,IC50=0.129uM,4op1
4x8v,2.50,2015,6.89,Ki=130nM,4x8s
4yik,1.48,2015,6.89,Ki=0.128uM,4yik
4yw7,1.82,2015,6.89,Kd=130nM,4yw6
4zuq,1.22,2015,6.89,IC50=0.13uM,4zum
5ee8,1.54,2016,6.89,IC50=0.13uM,5ee8
5ewj,2.77,2016,6.89,IC50=130nM,5ewj
5f67,1.76,2016,6.89,Kd~0.13uM,5f67
5h4j,1.80,2017,6.89,Ki=0.13uM,5h4j
5he2,2.79,2016,6.89,IC50=0.13uM,5he0
5hfu,2.92,2016,6.89,IC50=0.13uM,5hex
5j5r,1.60,2016,6.89,Ki=130nM,5j5r
5jic,1.40,2016,6.89,IC50=0.13uM,4m7x
5kj0,1.51,2017,6.89,IC50=130nM,5kj0
5l2m,1.70,2017,6.89,IC50=0.13uM,5l13
5tyi,2.15,2017,6.89,Kd=0.13uM,5tyi
5x9p,1.86,2017,6.89,IC50=0.13uM,5x9o
5yg2,2.20,2018,6.89,IC50=130nM,5yfz
6e7t,2.31,2019,6.89,Kd=129nM,6e7t
6glb,2.00,2018,6.89,Kd=129nM,6gl9
6h4o,2.25,2019,6.89,IC50=0.128uM,6h4o
6hcw,1.46,2019,6.89,IC50=0.13uM,6agt
6q6m,2.35,2019,6.89,IC50=128nM,6q6m
1k1l,2.50,2001,6.90,Kd=125nM,1k1l
2hwo,2.50,2007,6.90,IC50=0.126uM,2hwo
2p3g,3.80,2007,6.90,IC50=0.126uM,2p3g
2w6n,1.87,2009,6.90,IC50=0.125uM,2w6m
3a2c,2.90,2010,6.90,Ki=0.126uM,3a2c
3cow,1.80,2008,6.90,Kd=0.125uM,3cow
3dy6,2.90,2008,6.90,IC50=126nM,3dy6
3gbb,2.10,2009,6.90,Ki=126nM,3gba
3qo3,2.15,2012,6.90,Kd~125nM,3qo3
3uyr,1.70,2012,6.90,Kd=127nM,3uo1
4fz6,1.85,2013,6.90,IC50=127nM,4fyn
4j4o,1.73,2013,6.90,IC50=125nM,4j4n
4rh5,1.60,2015,6.90,Kd=127.3nM,4rh5
4vgc,2.10,1997,6.90,Ki=0.127uM,4vgc
4zzx,1.65,2015,6.90,Kd=0.125uM,4zzx
5f3g,2.50,2016,6.90,IC50=0.126uM,5f2s
5w6i,3.10,2017,6.90,Kd=125nM,5w5s
6q73,2.21,2018,6.90,IC50=0.126uM,6q6y
2hha,2.35,2006,6.91,IC50=0.122uM,2hha
2ito,3.25,2007,6.91,Kd=123.6nM,2itn
3evc,1.60,2009,6.91,Kd=124nM,3eva
3evd,1.50,2009,6.91,Kd=124nM,3eva
3kbz,2.45,2010,6.91,IC50=124nM,3kbz
3wde,1.44,2013,6.91,Kd=124nM,3wdc
4bcm,2.45,2013,6.91,Ki=0.123uM,4bcf
4jx7,2.40,2013,6.91,IC50=123nM,4jx7
5can,2.80,2015,6.91,Ki=124nM,5c8k
5cqt,1.60,2016,6.91,Kd=0.124uM,5coi
5nra,1.27,2018,6.91,IC50=123nM,5nr8
5tq6,2.06,2017,6.91,IC50=123.6nM,5tq3
6by8,1.90,2018,6.91,IC50=123nM,6bxy
6g3c,1.60,2019,6.91,IC50=123nM,5wij
6hu0,1.75,2018,6.91,IC50=122nM,6hqy
6u8l,1.57,2019,6.91,Kd=0.122uM,6u5m
1a37,3.60,1999,6.92,Kd=120nM,1a37
1a9m,2.30,1998,6.92,Ki=119nM,1a9m
1b39,2.10,1998,6.92,Kd=0.120uM,1b39
1d4w,1.80,1999,6.92,Kd=120nM,1d4t
1jbd,NMR,2001,6.92,IC50=0.12uM,1hoy
1k6v,2.00,2002,6.92,Kd=120nM,1k6v
1m9n,1.93,2003,6.92,Ki=0.12uM,1m9n
1o2j,1.65,2003,6.92,Ki=0.12uM,1o2j
1o2k,1.63,2003,6.92,Ki=0.12uM,1o2k
1o4a,1.50,2004,6.92,IC50=120nM,1o4a
1ph0,2.20,2003,6.92,Ki=120nM,1ph0
1pkx,1.90,2004,6.92,Ki=0.12uM,1pkx
1swr,1.90,1999,6.92,Kd=0.12uM,1swr
1vj5,2.35,2004,6.92,IC50=0.12uM,1vj5
2a3x,3.00,2005,6.92,IC50=0.12uM,2a3x
2d3u,2.00,2006,6.92,Ki=0.12uM,2d3u
2foy,1.55,2006,6.92,Kd=120nM,2foy
2g78,1.70,2007,6.92,Kd=120nM,2g78
2g79,1.69,2007,6.92,Kd=120nM,2g78
2o9j,2.65,2007,6.92,Ki=120nM,2o9j
2oa0,3.40,2007,6.92,Ki=120nM,2o9j
2uy0,1.76,2008,6.92,Ki=120nM,2uxz
2uzb,2.70,2007,6.92,IC50=0.12uM,2uzb
2xcn,3.02,2010,6.92,IC50=0.12uM,2xcf
3bl0,1.90,2008,6.92,Ki=121nM,3bl0
3bu8,2.15,2008,6.92,Kd=0.12uM,3bu8
3ccn,1.90,2008,6.92,IC50=120nM,3ccn
3cwe,1.60,2008,6.92,IC50=0.12uM,3cwe
3e7o,2.14,2008,6.92,IC50=120nM,3e7o
3ej1,3.22,2008,6.92,IC50=0.12uM,3eid
3ipx,2.00,2010,6.92,IC50=120nM,3ipx
3jpv,2.35,2009,6.92,IC50=0.12uM,3jpv
